rid,pid,score,info
5326,1634,5," Grandson delighted with birthday gift"
5327,1634,5," ... Beautifull design ... import item : puchased at local store ... added well to my collection ..."
5328,1634,5," excellent model good value"
5329,1635,5," Great model shame the bonnet and boot don't open"
5330,1636,5," Product as expected good service"
5331,1637,5," I like it the only down side is its smaller than the rest of my collection but I can work around that"
5332,1638,5," well pleased with item and service many thanks"
5333,1639,5," I used to drive one of these 50 years ago so I know them well. This is a very good representation of the real thing. It sits very happily on a OO gauge layout."
5334,1639,5," Well packaged - very pleased with the product."
5335,1639,3," The casing smashed but the Anglia fine"
5336,1639,5," excellent"
5337,1639,5," spot on"
5338,1640,5," nice product& bought for my fathers 100th birthday"
5339,1641,5," This is a super model it will keep me happy until my real one arrives in May.Perfect in every detail and a great Company to deal with.Well Done"
5340,1641,5," Excellent model very accurate and perfect detail"
5341,1642,5," This is such a good idea for little boys.  A drill that looks just like the real thing.  So easy for them to manage and the look of achievement is priceless.I would recommend this as a good purchase."
5342,1642,5," This is a great toy.  We already had one for my son from the U.S. so I bought it for a friend as a gift.  Her son loves it.  When it arrived& we could not get the power wrench to work.  Fortunately& customer service was excellent.  They tested a new power wrench for me and sent it out immediately so I did not have to return the entire package."
5343,1642,5," Had to buy one of these for my son after seeing his cousin receive one as Christmas"
5344,1643,5," I was hoping this 'stang would be blue when it arrived and it was!The blue version is quite difficult to get hold of but this is definitely a blue mustang so if you have been searching for a blue one look no further!Also this is a great model from maisto& possibly one their best ever and for the price I paid I have no complaints whatsoever."
5345,1644,5," HiI just want to say Thank You to Amazon UK and the Model Car World company for a really quick delivery. The car arrived in a big box which was really well packed and the car was perfect! I love the car and will be going on display with the other cars in my die cast car collection. Thank You again."
5346,1644,5," Top quality"
5347,1645,4," this was bought together with an ambulance for my grandson and he spends hours playing with it in conjunction with other toy vehicles. I was very satisfied with the purchase and delivery and would recommend this seller."
5348,1645,5," Bought for a friend to give as a Christmas present but it looked great when I opened it."
5349,1645,5," great police car my 3yr old grandson loves it."
5350,1645,5," my son very happy with his present"
5351,1646,5," Sits nicely on the back parcel shelf of my car. Good build quality overall and looks& but would say it not a toy."
5352,1646,5," great buy kids loved it"
5353,1647,5," Quick delivery. Item as described."
5354,1647,5," Excellent model"
5355,1647,5," VERY GOOD MODEL"
5356,1648,4," loved"
5357,1649,5," Very good quality model for that price& nice addition to my collection!"
5358,1650,5," This item is more of a durable collectable model rather than a toy that is intended for daily use as such. It is& however& incredibly realistic and mimics the Wiking factory style of the 1960's."
5359,1651,5," Very good"
5360,1652,5," great detailing at a very reasonable price"
5361,1653,5," brought for my brother he loved it"
5362,1654,5," Great price great service"
5363,1655,4," I brought it for partner who usually does planes so got 1.48 should have got different scale but he is happy with it."
5364,1656,5," Very good quality model for that price& nice addition to my collection!"
5365,1656,5," Better than I expected great car and good service"
5366,1657,4," This 1985 Chevrolet Corvette ZR-I is one of the littler known Bond cars to feature in a movie. Which starred the cool Roger Moore as it turned out to be his last movie as the secret agent. The Corvette was not much more than a stunning way of trnsport for Bond in this movie. As he has to go to Silicon Valley in Nevada to beat Zorof which ends in a fight on a small airship over the Golden Gate bridge. The Corvette is an American legend and has lasted since the late 50's with the newest still being produced. So with looks and power it was a brilliant choice as a Bond car for the era and marked a change in direction in the film series. Joyride have done a decent job but the fit and finish is quite poor which lets this down. All the door's open up and the roof panel comes off to show the black plastic interior which isn't to bad."
